xmlns:cpt=http://iri.columbia.edu/CPT/v10/
xmlns:cf=http://cf-pcmdi.llnl.gov/documents/cf-conventions/1.4/
cpt:nfields=1
cpt:T	1982-11/1983-01	1983-11/1984-01	1984-11/1985-01	1985-11/1986-01	1986-11/1987-01	1987-11/1988-01	1988-11/1989-01	1989-11/1990-01	1990-11/1991-01	1991-11/1992-01	1992-11/1993-01	1993-11/1994-01	1994-11/1995-01	1995-11/1996-01	1996-11/1997-01	1997-11/1998-01	1998-11/1999-01	1999-11/2000-01	2000-11/2001-01	2001-11/2002-01	2002-11/2003-01	2003-11/2004-01	2004-11/2005-01	2005-11/2006-01	2006-11/2007-01	2007-11/2008-01	2008-11/2009-01	2009-11/2010-01
cpt:field=prcp, cpt:T=1982-11/1983-01, cpt:nrow=32, cpt:ncol=28, cpt:row=Y, cpt:col=X, cpt:units=mm/day, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	87.125	87.375	87.625	87.875	88.125	88.375	88.625	88.875	89.125	89.375	89.625	89.875	90.125	90.375	90.625	90.875	91.125	91.375	91.625	91.875	92.125	92.375	92.625	92.875	93.125	93.375	93.625	93.875
27.625	  36.7801    	  36.1470    	  38.0093    	  41.9117    	  31.6166    	  28.3172    	  23.4501    	  14.2219    	  11.3627    	  22.2618    	  14.6985    	  8.56934    	  7.01950    	  7.26237    	  8.01996    	  10.5760    	  11.2205    	  9.40506    	  12.5498    	  15.2541    	  20.9333    	  27.0062    	  18.8620    	  36.0870    	  57.7318    	  46.0182    	  69.0823    	  82.7959    
27.375	  34.4963    	  35.6394    	  33.0811    	  30.3697    	  29.7997    	  22.2556    	  22.3953    	  23.7969    	  17.9973    	  15.5571    	  14.1046    	  13.1289    	  10.3730    	  14.6049    	  12.2071    	  11.0111    	  16.2208    	  14.0482    	  17.2085    	  17.9160    	  16.2492    	  24.3867    	  31.8182    	  45.8368    	  60.8188    	  60.5710    	  78.2191    	  100.029    
27.125	  29.2233    	  27.6746    	  30.7228    	  28.2406    	  24.1382    	  22.4617    	  21.3274    	  20.8594    	  19.2833    	  22.2054    	  24.1161    	  22.5506    	  22.4367    	  32.8938    	  21.7408    	  16.2700    	  17.5065    	  16.7025    	  19.4442    	  30.2624    	  25.8009    	  30.3537    	  42.2937    	  59.9876    	  66.3204    	  69.5752    	  82.1688    	  108.587    
26.875	  24.2227    	  21.5162    	  23.3234    	  21.2779    	  21.6131    	  20.9741    	  21.8525    	  21.6363    	  21.5525    	  21.5298    	  22.3441    	  20.4903    	  23.2946    	  31.7811    	  33.4753    	  29.2702    	  30.0797    	  26.9786    	  28.4252    	  35.7984    	  39.9527    	  45.2547    	  49.5438    	  55.2577    	  68.7391    	  70.8016    	  72.0944    	  91.1624    
26.625	  24.4840    	  21.6842    	  21.4398    	  19.7476    	  16.3692    	  15.8338    	  18.6577    	  19.6293    	  16.3055    	  15.8147    	  17.3016    	  22.5548    	  27.1947    	  30.6965    	  38.0781    	  38.8297    	  37.0812    	  30.8244    	  32.7385    	  38.2675    	  42.0438    	  48.6460    	  50.8556    	  50.6316    	  61.8546    	  68.3766    	  74.7052    	  84.8256    
26.375	  23.4499    	  23.0016    	  23.1141    	  19.2417    	  18.0641    	  18.3284    	  15.6168    	  15.3807    	  14.9260    	  15.7873    	  19.3531    	  28.1272    	  29.6426    	  28.2333    	  30.2523    	  34.6531    	  30.1500    	  23.5950    	  24.3202    	  29.4927    	  37.9660    	  38.5691    	  44.3805    	  49.6580    	  60.6318    	  68.5371    	  73.9273    	  81.5910    
26.125	  24.3996    	  24.1416    	  24.5753    	  18.7020    	  16.1026    	  15.2336    	  15.9062    	  16.3015    	  18.1224    	  22.0414    	  22.0922    	  33.7269    	  31.4972    	  30.0440    	  29.8375    	  35.5754    	  32.9296    	  20.9881    	  20.2423    	  32.5787    	  39.1867    	  27.6435    	  32.6665    	  50.7343    	  61.9567    	  66.5818    	  68.2871    	  76.2102    
25.875	  19.1890    	  19.4248    	  19.2894    	  19.6035    	  18.2181    	  16.5717    	  16.9723    	  20.3703    	  22.3370    	  23.9204    	  22.4893    	  28.7889    	  27.4826    	  28.8359    	  34.4188    	  34.4760    	  30.9901    	  23.8254    	  28.9528    	  39.2854    	  41.8008    	  44.9157    	  48.8925    	  54.3257    	  58.3260    	  60.3705    	  71.2825    	  74.3139    
25.625	  17.6694    	  17.6116    	  17.4181    	  19.3597    	  18.7566    	  17.5516    	  16.9615    	  21.0101    	  21.9530    	  22.8469    	  23.2492    	  27.9236    	  30.3894    	  34.4071    	  37.4518    	  36.5217    	  30.0490    	  30.0270    	  37.8293    	  50.2801    	  50.0480    	  54.0594    	  58.9793    	  59.7147    	  54.6229    	  59.3923    	  67.9520    	  69.8209    
25.375	  14.7621    	  14.8452    	  16.3016    	  17.7890    	  18.1533    	  18.6222    	  18.5955    	  20.2271    	  24.9804    	  24.1663    	  22.6549    	  26.0782    	  31.5089    	  33.5276    	  36.1740    	  34.1164    	  28.5331    	  30.4754    	  39.0945    	  45.8962    	  46.5928    	  54.0614    	  60.7184    	  66.2408    	  70.0205    	  68.8480    	  66.0758    	  62.4308    
25.125	  12.6819    	  11.0165    	  15.3890    	  16.3860    	  19.0376    	  20.1257    	  20.7266    	  20.9522    	  21.8492    	  20.9576    	  21.6922    	  24.7768    	  28.7349    	  30.8132    	  30.3729    	  28.4046    	  27.7534    	  28.7692    	  37.0348    	  39.2462    	  43.5827    	  55.1260    	  67.3491    	  75.3836    	  77.1570    	  74.8223    	  71.8135    	  61.7582    
24.875	  8.01124    	  10.4831    	  13.3361    	  11.6891    	  18.5235    	  19.9637    	  20.7656    	  20.1360    	  20.0997    	  19.2582    	  26.6165    	  24.8387    	  28.0159    	  28.9087    	  28.8975    	  26.9660    	  30.0262    	  29.6828    	  34.7661    	  37.9583    	  42.2051    	  54.7570    	  62.2933    	  69.2000    	  78.8111    	  81.1144    	  63.4775    	  56.1320    
24.625	  12.2606    	  14.0833    	  11.2632    	  15.6996    	  18.8230    	  20.9059    	  21.8621    	  20.6340    	  19.7998    	  19.0389    	  32.1359    	  32.3519    	  27.1035    	  24.2905    	  21.5842    	  23.7389    	  31.4622    	  27.7443    	  31.8148    	  41.6406    	  46.6777    	  54.7277    	  61.5917    	  69.3258    	  82.3813    	  75.7742    	  66.1351    	  44.5405    
24.375	  8.93054    	  9.76198    	  16.3492    	  19.2650    	  20.2076    	  22.1594    	  25.3172    	  22.7183    	  22.4586    	  24.3987    	  30.6578    	  34.4922    	  24.5732    	  21.1949    	  21.3149    	  24.3272    	  36.2333    	  27.8472    	  29.7881    	  38.0635    	  45.3676    	  57.2062    	  61.1323    	  59.9718    	  71.2786    	  69.8302    	  73.9995    	  62.9703    
24.125	  16.4832    	  19.3037    	  24.3266    	  24.5872    	  21.8515    	  24.9104    	  27.4384    	  26.2172    	  24.1639    	  25.2645    	  32.8402    	  24.8687    	  19.6382    	  19.8587    	  20.0046    	  22.8470    	  27.4030    	  29.4044    	  36.7189    	  40.7937    	  49.5139    	  58.3710    	  64.3793    	  71.5593    	  76.2093    	  77.1421    	  81.0123    	  80.0190    
23.875	  21.2442    	  24.5317    	  25.9858    	  25.9734    	  23.2091    	  22.0201    	  25.5092    	  27.1667    	  32.7415    	  31.2471    	  29.8099    	  25.0837    	  17.9195    	  14.1506    	  14.3643    	  22.2854    	  31.9976    	  35.4031    	  44.7263    	  47.9822    	  52.6072    	  60.9333    	  61.8562    	  68.7441    	  87.1373    	  95.4200    	  90.5466    	  86.4288    
23.625	  26.8583    	  25.3314    	  29.5967    	  26.1086    	  24.5434    	  23.4990    	  26.9741    	  28.8912    	  29.9065    	  28.5690    	  23.7412    	  20.2099    	  23.6088    	  21.0688    	  27.2358    	  23.7607    	  28.1050    	  35.8985    	  45.7309    	  49.8139    	  55.1794    	  57.6663    	  66.6649    	  78.5046    	  94.0512    	  99.0886    	  96.0109    	  95.3128    
23.375	  29.7034    	  23.5859    	  23.1215    	  28.3878    	  28.2215    	  26.5418    	  29.8830    	  30.8779    	  30.2872    	  28.1771    	  26.3442    	  20.6551    	  21.8401    	  26.6674    	  28.4449    	  30.4522    	  25.0770    	  31.8415    	  48.3020    	  51.1346    	  54.2293    	  63.0951    	  77.3081    	  87.2417    	  95.6014    	  104.133    	  101.647    	  80.0981    
23.125	  33.4217    	  30.2177    	  30.5925    	  33.2407    	  31.6985    	  29.1219    	  29.1538    	  29.4099    	  31.4840    	  25.8031    	  21.9470    	  19.9602    	  22.2809    	  30.5653    	  33.7324    	  33.6696    	  30.2507    	  35.8543    	  48.6914    	  54.7356    	  57.2566    	  56.3109    	  66.1660    	  77.9149    	  86.4828    	  97.2616    	  95.5701    	  78.7054    
22.875	  34.6075    	  32.3958    	  32.6324    	  34.9659    	  31.7348    	  29.2218    	  28.5197    	  26.7537    	  16.4597    	  12.0490    	  11.8503    	  20.6446    	  22.5118    	  28.8339    	  35.8611    	  43.6207    	  42.0349    	  40.6966    	  45.2621    	  53.7197    	  53.1285    	  49.4447    	  50.7603    	  65.4583    	  74.5886    	  82.6323    	  90.7876    	  62.5092    
22.625	  33.3135    	  29.1634    	  33.6152    	  35.9165    	  35.2639    	  29.7446    	  27.6698    	  23.5924    	  17.3843    	  15.1690    	  18.2067    	  22.3382    	  22.4832    	  28.6428    	  27.8653    	  39.0067    	  46.6856    	  53.1763    	  45.4503    	  50.3534    	  51.9465    	  47.5995    	  47.6046    	  56.0362    	  68.8506    	  69.5307    	  74.9105    	  53.0739    
22.375	  27.0454    	  26.3245    	  35.4148    	  38.6406    	  38.2667    	  35.0949    	  30.2158    	  24.4678    	  21.6273    	  21.9154    	  22.5390    	  23.2758    	  26.9079    	  34.6307    	  40.2467    	  46.9167    	  59.2631    	  47.8503    	  39.8352    	  40.5231    	  42.8356    	  45.4314    	  44.5614    	  44.1583    	  65.4058    	  77.6495    	  82.1278    	  55.4182    
22.125	  35.2626    	  37.0075    	  44.2948    	  48.7569    	  40.5150    	  36.3487    	  32.8615    	  29.1181    	  27.5298    	  25.8535    	  23.1307    	  28.0170    	  33.7011    	  37.7836    	  45.7793    	  50.1711    	  48.0583    	 -999.000    	 -999.000    	  31.2860    	  31.6014    	  34.3264    	  37.9172    	  42.2856    	  60.6272    	  75.3666    	  79.9446    	  49.4025    
21.875	  41.8938    	  50.9813    	  65.6267    	  60.4475    	  41.6946    	  40.9272    	  36.7689    	  30.6717    	  27.9585    	  22.7916    	  25.4494    	  29.6329    	  55.1089    	  54.1210    	  36.3493    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  26.9929    	  29.7201    	  29.7469    	  35.5324    	  38.1244    	  58.0293    	  70.3670    	  80.3063    	  46.9892    
21.625	  44.4575    	  55.8874    	  68.3746    	 -999.000    	  37.5635    	  39.0377    	  31.9916    	  25.1247    	  25.1780    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  36.1649    	  33.2750    	  32.0733    	  36.1198    	  40.1780    	  43.5954    	  59.7614    	  83.8776    	  56.6486    
21.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  39.1976    	  31.3796    	  30.5582    	  27.6256    	  29.3568    	  46.4072    	  60.8998    	  64.0669    
21.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  32.6206    	  36.1684    	  35.5745    	  29.8160    	  29.4185    	  37.2644    	  49.5682    	  64.1562    
20.875	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  36.7594    	  41.9661    	  34.9079    	  25.0902    	  32.4791    	  47.7774    	  60.4334    
20.625	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  35.6776    	  37.8306    	  30.3867    	  26.8205    	  40.5978    	  62.3193    	  75.9188    
20.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  29.7671    	  35.5623    	  38.7974    	  46.4914    	  63.3406    	  66.4561    
20.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  45.6127    	  40.6235    	  36.3237    	  44.6114    	  47.7514    
cpt:field=prcp, cpt:T=2007-11/2008-01, cpt:nrow=32, cpt:ncol=28, cpt:row=Y, cpt:col=X, cpt:units=mm/day, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	87.125	87.375	87.625	87.875	88.125	88.375	88.625	88.875	89.125	89.375	89.625	89.875	90.125	90.375	90.625	90.875	91.125	91.375	91.625	91.875	92.125	92.375	92.625	92.875	93.125	93.375	93.625	93.875
27.875	  34.7343    	  39.4060    	  47.1996    	  49.6014    	  45.6887    	  39.8774    	  26.4567    	  18.3889    	  13.9093    	  17.7123    	  23.5675    	  21.8429    	  18.0627    	  13.7699    	  2.87920    	  11.1755    	  12.6791    	  16.8840    	  12.8199    	  29.2421    	  17.3492    	  4.10108    	  1.82744    	  14.4002    	  47.9672    	  73.2783    	  93.2096    	  100.452    
27.625	  41.3408    	  39.7753    	  40.1489    	  51.4165    	  49.1467    	  42.5477    	  30.3361    	  18.9910    	  16.9304    	  31.1919    	  28.6432    	  19.0409    	  9.63718    	  6.44408    	  6.42114    	  12.5243    	  15.7294    	  5.94057    	  9.34111    	  14.6393    	  23.4342    	  19.9143    	  19.5863    	  49.3060    	  81.6258    	  60.1118    	  94.1961    	  108.174    
27.375	  38.5361    	  38.4836    	  37.8669    	  37.8930    	  39.6974    	  28.6024    	  26.6478    	  30.0833    	  24.5313    	  25.1216    	  27.9252    	  20.6865    	  13.4727    	  24.1074    	  14.7360    	  10.6401    	  21.5402    	  20.4222    	  29.4110    	  32.3530    	  14.0548    	  31.3975    	  43.6891    	  62.2030    	  84.6908    	  81.5108    	  105.999    	  130.734    
27.125	  29.5144    	  29.6617    	  39.0775    	  37.8811    	  32.7334    	  29.0918    	  28.1331    	  30.5094    	  33.0510    	  38.5373    	  48.0524    	  41.5743    	  36.3782    	  55.1307    	  36.4890    	  36.6597    	  33.5705    	  33.9812    	  40.1748    	  60.0901    	  48.2961    	  54.2619    	  63.7080    	  87.4682    	  95.3631    	  98.8903    	  118.915    	  152.933    
26.875	  24.9914    	  21.3031    	  30.3126    	  28.6853    	  29.9483    	  28.7431    	  30.7563    	  32.4717    	  36.5823    	  43.5956    	  46.0328    	  42.3296    	  42.8271    	  48.5863    	  58.7680    	  51.9716    	  52.0631    	  52.8519    	  55.1663    	  62.4160    	  68.4177    	  82.5377    	  86.7220    	  95.1580    	  112.763    	  110.515    	  108.950    	  130.226    
26.625	  25.7471    	  23.4213    	  29.5326    	  28.0668    	  22.9229    	  22.5817    	  29.8575    	  33.9444    	  34.3834    	  36.9327    	  40.3568    	  44.5478    	  49.1979    	  53.0441    	  63.9245    	  63.9474    	  63.5719    	  65.6920    	  68.0714    	  71.9191    	  78.0386    	  95.0299    	  99.5052    	  90.2734    	  113.604    	  114.010    	  118.666    	  131.259    
26.375	  31.1912    	  31.6096    	  32.5296    	  30.6047    	  27.8656    	  29.6019    	  28.6825    	  34.0981    	  35.1394    	  30.9902    	  38.2034    	  53.4677    	  54.8099    	  53.1451    	  54.7890    	  58.3339    	  60.9733    	  61.7935    	  64.8432    	  65.1488    	  70.2078    	  75.0353    	  81.8611    	  91.6381    	  115.870    	  125.188    	  126.498    	  133.397    
26.125	  36.5886    	  38.5912    	  36.2209    	  30.8337    	  30.3211    	  29.4693    	  31.2648    	  30.6473    	  30.8516    	  31.3771    	  45.2571    	  66.1991    	  60.7753    	  60.3965    	  63.8282    	  66.0541    	  69.7408    	  63.7865    	  63.8487    	  72.2728    	  74.8648    	  54.8642    	  65.8809    	  93.2725    	  112.240    	  123.299    	  121.813    	  125.563    
25.875	  34.7914    	  36.2026    	  36.7425    	  35.7808    	  35.6112    	  35.5800    	  36.2918    	  33.6270    	  33.2529    	  37.4945    	  47.6549    	  60.2429    	  54.7407    	  56.8111    	  60.9425    	  59.6772    	  61.7259    	  60.2404    	  73.3353    	  88.4847    	  83.3264    	  78.9851    	  85.2866    	  105.327    	  116.840    	  115.685    	  124.873    	  122.996    
25.625	  47.1091    	  45.3169    	  43.1603    	  39.9262    	  36.8529    	  35.9538    	  37.0033    	  37.7787    	  36.0243    	  39.9269    	  51.6298    	  59.4445    	  60.5495    	  59.7031    	  63.9429    	  62.9717    	  63.0624    	  69.8826    	  82.1325    	  109.206    	  99.7604    	  100.334    	  110.172    	  125.004    	  131.779    	  127.867    	  131.244    	  129.677    
25.375	  47.6140    	  39.5415    	  38.2294    	  37.3249    	  35.7184    	  37.2555    	  38.9103    	  38.3782    	  42.1894    	  42.3842    	  48.0329    	  54.7718    	  61.9261    	  63.4165    	  63.1286    	  64.8961    	  68.0863    	  74.9639    	  87.1639    	  105.684    	  110.779    	  117.812    	  132.243    	  149.237    	  157.806    	  150.667    	  141.886    	  132.283    
25.125	  44.1118    	  38.5233    	  43.5068    	  38.6349    	  38.7470    	  41.7617    	  43.8842    	  40.9496    	  39.9057    	  39.8647    	  46.7363    	  53.8027    	  59.9827    	  60.5434    	  62.7221    	  67.2733    	  72.6153    	  81.3407    	  88.2897    	  94.5234    	  112.348    	  123.818    	  156.074    	  180.806    	  181.954    	  164.684    	  146.601    	  119.025    
24.875	  37.1708    	  39.5163    	  43.4029    	  41.1999    	  40.6340    	  45.1741    	  48.0653    	  47.5974    	  41.5769    	  40.0129    	  63.2797    	  64.4489    	  67.9087    	  63.0924    	  65.1219    	  72.6580    	  81.7679    	  86.9439    	  89.6422    	  93.1197    	  113.798    	  135.281    	  161.684    	  175.916    	  186.798    	  171.184    	  129.210    	  97.6244    
24.625	  38.0757    	  43.2040    	  43.6556    	  42.1833    	  44.1191    	  51.5492    	  58.9608    	  56.6246    	  53.5383    	  53.8844    	  77.8961    	  81.9849    	  73.8670    	  63.5883    	  71.4544    	  83.1517    	  92.0251    	  92.6373    	  94.0936    	  108.711    	  121.585    	  142.696    	  161.503    	  175.349    	  188.574    	  173.250    	  144.609    	  98.0821    
24.375	  36.7514    	  38.9108    	  43.4221    	  44.6100    	  48.9968    	  56.1768    	  78.0511    	  68.5820    	  64.0594    	  66.2307    	  86.8656    	  92.4158    	  82.4522    	  83.3369    	  91.9742    	  99.6472    	  110.244    	  101.339    	  103.972    	  111.534    	  121.270    	  141.461    	  150.439    	  173.835    	  182.827    	  173.763    	  148.980    	  99.1083    
24.125	  41.3035    	  46.1434    	  52.1301    	  54.6995    	  50.1839    	  61.6593    	  80.9600    	  80.2873    	  75.1006    	  75.8014    	  88.2320    	  93.3948    	  89.6799    	  95.5215    	  107.412    	  118.969    	  120.835    	  109.376    	  114.280    	  118.751    	  128.698    	  133.307    	  135.179    	  146.139    	  170.389    	  165.063    	  141.348    	  102.395    
23.875	  50.1793    	  53.4347    	  58.3761    	  60.7948    	  54.8065    	  59.3195    	  76.5783    	  81.5004    	  90.0169    	  89.3992    	  87.0205    	  84.3305    	  90.3718    	  96.5787    	  106.062    	  117.814    	  133.733    	  116.201    	  114.386    	  114.348    	  119.733    	  115.789    	  121.662    	  148.703    	  182.028    	  169.401    	  135.428    	  119.064    
23.625	  50.6874    	  50.8048    	  54.5449    	  50.2897    	  52.2256    	  55.0641    	  74.6259    	  85.7567    	  88.5611    	  83.9812    	  81.4355    	  82.9925    	  98.2188    	  102.338    	  113.102    	  111.149    	  124.509    	  131.295    	  124.319    	  118.987    	  122.939    	  122.936    	  127.432    	  153.264    	  188.677    	  172.616    	  157.229    	  142.961    
23.375	  46.7947    	  38.8961    	  41.6825    	  45.7814    	  52.3652    	  58.9704    	  77.4930    	  93.5044    	  91.5213    	  85.9749    	  75.4248    	  81.3731    	  102.427    	  118.045    	  111.702    	  109.510    	  102.172    	  123.926    	  137.940    	  130.089    	  131.853    	  138.112    	  153.135    	  174.726    	  185.675    	  179.101    	  168.968    	  131.176    
23.125	  44.7637    	  39.8277    	  43.1548    	  53.4558    	  61.6857    	  68.9833    	  75.1701    	  90.1838    	  118.734    	  101.266    	  78.6829    	  80.5315    	  94.8964    	  119.831    	  138.202    	  122.635    	  119.866    	  122.342    	  132.734    	  135.269    	  139.305    	  143.364    	  157.359    	  168.709    	  189.735    	  180.322    	  167.423    	  125.988    
22.875	  43.6795    	  41.2653    	  40.7826    	  53.3109    	  60.1438    	  74.1553    	  81.7905    	  84.0325    	  80.0605    	  68.4325    	  67.5356    	  83.5429    	  98.8605    	  133.670    	  175.784    	  157.644    	  136.702    	  126.178    	  125.661    	  148.022    	  161.091    	  141.903    	  129.412    	  163.386    	  181.254    	  174.015    	  163.691    	  98.3050    
22.625	  45.3152    	  39.6142    	  46.5747    	  52.9762    	  65.3984    	  72.2660    	  76.8943    	  78.1652    	  74.2519    	  72.2130    	  73.9788    	  90.6606    	  106.329    	  138.737    	  169.319    	  185.165    	  156.985    	  142.106    	  144.415    	  159.804    	  186.014    	  155.417    	  134.485    	  145.363    	  166.063    	  157.874    	  144.109    	  98.3782    
22.375	  39.9412    	  35.0195    	  42.7559    	  55.5621    	  69.4340    	  77.7526    	  81.4216    	  80.4122    	  84.8731    	  89.2111    	  97.3085    	  106.442    	  116.034    	  149.412    	  181.392    	  196.397    	  177.450    	  139.311    	  134.015    	  154.582    	  159.991    	  159.150    	  135.930    	  124.477    	  155.023    	  169.921    	  156.637    	  108.069    
22.125	  47.2203    	  41.1849    	  48.5376    	  61.1010    	  63.3676    	  82.6880    	  87.4055    	  96.5392    	  103.619    	  112.711    	  107.809    	  111.880    	  114.438    	  140.221    	  163.526    	  165.606    	  155.094    	 -999.000    	 -999.000    	  125.032    	  146.654    	  144.381    	  133.521    	  125.776    	  149.462    	  166.025    	  153.343    	  90.5956    
21.875	  58.6582    	  61.5909    	  80.5471    	  90.0956    	  84.5776    	  96.1240    	  106.331    	  100.482    	  110.246    	  104.899    	  97.9049    	  106.730    	  188.009    	  185.772    	  137.044    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  136.209    	  128.662    	  113.438    	  127.398    	  109.580    	  128.886    	  152.954    	  157.860    	  90.1073    
21.625	  62.4333    	  73.9483    	  99.4334    	 -999.000    	  78.6849    	  92.0370    	  86.3073    	  75.5683    	  86.8335    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  175.170    	  152.661    	  122.681    	  115.786    	  117.698    	  123.411    	  142.650    	  173.506    	  126.202    
21.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  179.138    	  138.901    	  122.316    	  112.199    	  119.819    	  137.651    	  153.459    	  146.308    
21.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  146.053    	  134.410    	  118.692    	  87.7234    	  105.558    	  114.136    	  130.394    	  146.092    
20.875	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  137.396    	  127.884    	  118.018    	  103.195    	  86.3614    	  99.9682    	  120.938    
20.625	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  139.949    	  138.908    	  141.119    	  128.096    	  128.095    	  173.337    	  155.522    
20.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  127.118    	  157.984    	  165.905    	  166.652    	  184.530    	  146.947    
20.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  192.465    	  177.618    	  162.692    	  147.135    	  116.372    
cpt:field=prcp, cpt:T=2008-11/2009-01, cpt:nrow=32, cpt:ncol=28, cpt:row=Y, cpt:col=X, cpt:units=mm/day, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	87.125	87.375	87.625	87.875	88.125	88.375	88.625	88.875	89.125	89.375	89.625	89.875	90.125	90.375	90.625	90.875	91.125	91.375	91.625	91.875	92.125	92.375	92.625	92.875	93.125	93.375	93.625	93.875
27.875	  31.9294    	  26.6749    	  31.4913    	  34.1726    	  27.8645    	  22.4016    	  14.3951    	  10.2784    	  7.78492    	  10.2730    	  12.7385    	  8.73365    	  6.56141    	  5.13930    	  1.14593    	  2.04021    	  6.68761    	  3.25348    	  3.61751    	  12.5253    	  10.6248    	  1.54127    	 0.341758    	  3.06449    	  21.1743    	  34.0158    	  48.5189    	  53.5561    
27.625	  25.4998    	  27.0242    	  31.9067    	  35.6933    	  27.0390    	  21.2055    	  14.6763    	  8.37655    	  7.58481    	  13.5755    	  11.9272    	  10.1548    	  4.26477    	  1.61543    	  1.12442    	  2.40083    	  9.10710    	  6.59395    	  5.07249    	  4.96285    	  7.77394    	  11.9174    	  4.92162    	  20.3599    	  37.6436    	  28.0748    	  43.5973    	  53.4768    
27.375	  23.2286    	  24.3163    	  22.3854    	  21.8867    	  20.6318    	  9.80089    	  8.83505    	  9.51124    	  8.47305    	  6.83277    	  7.17848    	  10.4666    	  6.86677    	  7.10480    	  5.30580    	  4.44385    	  10.7221    	  9.89974    	  12.9380    	  9.88592    	  6.47021    	  10.0869    	  15.1227    	  27.3717    	  39.3612    	  36.7166    	  50.2615    	  64.7137    
