xmlns:cpt=http://iri.columbia.edu/CPT/v10/
xmlns:cf=http://cf-pcmdi.llnl.gov/documents/cf-conventions/1.4/
cpt:nfields=1
cpt:T	1982-11/1983-01	1983-11/1984-01	1984-11/1985-01	1985-11/1986-01	1986-11/1987-01	1987-11/1988-01	1988-11/1989-01	1989-11/1990-01	1990-11/1991-01	1991-11/1992-01	1992-11/1993-01	1993-11/1994-01	1994-11/1995-01	1995-11/1996-01	1996-11/1997-01	1997-11/1998-01	1998-11/1999-01	1999-11/2000-01	2000-11/2001-01	2001-11/2002-01	2002-11/2003-01	2003-11/2004-01	2004-11/2005-01	2005-11/2006-01	2006-11/2007-01	2007-11/2008-01	2008-11/2009-01	2009-11/2010-01
cpt:field=prcp, cpt:T=1982-11/1983-01, cpt:nrow=32, cpt:ncol=28, cpt:row=Y, cpt:col=X, cpt:units=mm/day, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	87.125	87.375	87.625	87.875	88.125	88.375	88.625	88.875	89.125	89.375	89.625	89.875	90.125	90.375	90.625	90.875	91.125	91.375	91.625	91.875	92.125	92.375	92.625	92.875	93.125	93.375	93.625	93.875
25.625	  21.6529    	  22.9352    	  26.5859    	  31.0805    	  30.4824    	  29.3230    	  28.5046    	  30.9649    	  29.0646    	  36.6185    	  47.3171    	  57.0920    	  62.1305    	  66.2085    	  70.7386    	  73.5643    	  77.5311    	  83.3202    	  97.6042    	  132.304    	  118.877    	  116.850    	  117.880    	  118.515    	  110.570    	  106.912    	  103.621    	  99.1019    
25.375	  14.3845    	  16.2023    	  20.5931    	  25.2871    	  27.9267    	  30.9753    	  31.0146    	  33.7795    	  38.9719    	  42.6274    	  48.9191    	  55.0885    	  63.1975    	  67.3006    	  70.4371    	  77.0882    	  82.9955    	  91.7876    	  113.445    	  127.462    	  127.383    	  131.765    	  138.903    	  149.302    	  138.675    	  121.436    	  110.866    	  105.895    
25.125	  15.3851    	  17.4636    	  20.5572    	  20.5218    	  23.5285    	  28.1624    	  35.8434    	  40.1968    	  42.4916    	  45.4541    	  51.1249    	  56.7032    	  62.3527    	  69.5994    	  71.8404    	  73.7906    	  94.8406    	  101.246    	  118.342    	  128.185    	  131.402    	  137.656    	  157.096    	  173.925    	  168.957    	  143.943    	  124.731    	  104.400    
24.875	  16.7445    	  19.9971    	  21.4070    	  22.4838    	  26.5383    	  31.4891    	  39.8283    	  42.5564    	  43.2290    	  44.6920    	  58.1898    	  60.7137    	  66.6456    	  83.1158    	  77.9831    	  81.2044    	  94.0854    	  121.343    	  116.652    	  130.518    	  143.765    	  138.790    	  152.927    	  176.676    	  204.945    	  172.320    	  114.540    	  87.9760    
24.625	  18.3945    	  23.3691    	  25.7895    	  28.6624    	  32.9184    	  37.0694    	  40.8056    	  43.9791    	  50.4356    	  69.7945    	  69.6890    	  68.8507    	  85.1128    	  69.1937    	  82.1015    	  97.1612    	  106.671    	  108.387    	  110.522    	  115.510    	  168.390    	  182.688    	  168.287    	  180.462    	  208.243    	  189.063    	  132.417    	  91.7722    
24.375	  22.8535    	  29.8455    	  37.2557    	  35.5524    	  42.6628    	  47.4740    	  53.7960    	  55.0080    	  53.3335    	  63.1529    	  80.8966    	  82.6622    	  80.9820    	  89.5045    	  101.803    	  110.997    	  119.444    	  113.769    	  117.581    	  111.103    	  127.818    	  149.664    	  163.187    	  173.248    	  179.870    	  173.753    	  168.269    	  136.657    
24.125	  28.0693    	  38.2219    	  40.2674    	  40.7130    	  45.0168    	  48.8856    	  56.2408    	  59.1558    	  63.9171    	  67.8747    	  81.5335    	  88.9369    	  92.9454    	  106.791    	  111.399    	  122.552    	  135.253    	  128.152    	  124.099    	  130.474    	  139.552    	  154.397    	  169.041    	  203.929    	  201.595    	  204.682    	  187.883    	  175.200    
23.875	  34.8859    	  41.6772    	  53.1443    	  52.3689    	  55.4435    	  56.2261    	  60.5311    	  69.4868    	  76.2141    	  76.0134    	  83.6696    	  89.1080    	  99.7611    	  108.844    	  116.301    	  132.799    	  149.337    	  140.348    	  137.803    	  141.753    	  140.258    	  148.157    	  156.976    	  193.007    	  213.889    	  254.524    	  246.103    	  209.861    
23.625	  45.0240    	  44.3036    	  61.2112    	  66.9688    	  65.1374    	  65.3275    	  72.2347    	  79.1764    	  79.8877    	  79.0540    	  96.0878    	  101.884    	  118.806    	  125.116    	  130.601    	  136.994    	  142.835    	  149.028    	  174.645    	  200.928    	  198.192    	  198.077    	  166.054    	  188.725    	  248.457    	  287.142    	  259.972    	  241.570    
23.375	  51.3784    	  45.9288    	  63.4407    	  76.8731    	  77.8961    	  79.2843    	  92.4832    	  100.067    	  107.830    	  111.290    	  122.227    	  124.277    	  137.255    	  176.292    	  157.175    	  167.846    	  133.408    	  143.989    	  159.946    	  189.714    	  176.435    	  170.634    	  187.311    	  220.947    	  261.558    	  287.436    	  269.492    	  206.626    
23.125	  65.4005    	  65.7164    	  84.4452    	  94.9583    	  83.2363    	  81.1729    	  88.9642    	  91.1013    	  107.471    	  108.500    	  87.9034    	  89.8761    	  105.712    	  134.957    	  147.675    	  138.737    	  138.182    	  149.599    	  157.114    	  198.409    	  194.888    	  178.972    	  197.231    	  217.082    	  238.535    	  254.261    	  250.571    	  200.823    
22.875	  73.2868    	  81.3917    	  92.2540    	  105.068    	  85.2208    	  78.1700    	  89.2709    	  91.2628    	  88.7857    	  79.3815    	  80.9019    	  92.1081    	  112.066    	  144.021    	  185.419    	  170.499    	  167.028    	  154.072    	  159.309    	  189.006    	  230.544    	  195.261    	  177.273    	  214.765    	  239.070    	  235.104    	  223.105    	  142.702    
22.625	  70.0886    	  72.2310    	  89.3460    	  105.929    	  101.523    	  83.0940    	  88.2354    	  88.2922    	  81.0764    	  83.7311    	  89.0962    	  108.870    	  142.483    	  168.233    	  212.838    	  214.524    	  175.735    	  160.571    	  172.218    	  201.578    	  224.784    	  219.395    	  212.403    	  219.051    	  234.457    	  211.558    	  195.971    	  156.334    
22.375	  60.5152    	  65.2157    	  100.641    	  107.388    	  110.224    	  117.158    	  108.170    	  98.5356    	  111.769    	  110.007    	  121.073    	  127.160    	  145.937    	  177.960    	  220.677    	  232.560    	  192.535    	  152.088    	  187.690    	  184.225    	  190.889    	  203.388    	  190.319    	  193.618    	  238.729    	  244.160    	  224.283    	  174.061    
22.125	  88.8498    	  92.6714    	  125.598    	  127.737    	  113.025    	  141.090    	  122.780    	  127.241    	  125.947    	  128.050    	  138.763    	  144.546    	  163.796    	  197.574    	  200.589    	  180.351    	  169.174    	 -999.000    	 -999.000    	  150.955    	  173.189    	  177.424    	  181.013    	  186.745    	  233.240    	  250.530    	  217.878    	  145.122    
21.875	  93.5029    	  118.356    	  173.517    	  186.047    	  150.922    	  182.089    	  176.372    	  169.482    	  143.695    	  129.099    	  120.652    	  119.768    	  216.103    	  221.273    	  170.764    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  163.111    	  153.595    	  153.925    	  177.850    	  177.840    	  219.059    	  246.524    	  232.241    	  157.251    
21.625	  99.8715    	  130.340    	  193.467    	 -999.000    	  165.920    	  191.340    	  172.213    	  156.055    	  120.553    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  183.602    	  178.843    	  166.516    	  179.043    	  191.171    	  212.486    	  241.846    	  266.484    	  218.595    
21.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  197.586    	  177.632    	  189.333    	  187.767    	  200.618    	  239.838    	  273.355    	  270.677    
21.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  173.629    	  169.808    	  165.352    	  171.398    	  191.054    	  209.873    	  234.541    	  275.135    
20.875	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  156.878    	  184.394    	  178.729    	  163.011    	  168.630    	  196.490    	  204.147    
20.625	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  149.471    	  189.900    	  177.322    	  152.240    	  166.295    	  205.766    	  223.172    
20.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  167.230    	  171.963    	  162.733    	  171.925    	  221.007    	  215.405    
20.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  191.313    	  180.232    	  169.512    	  198.734    	  193.673    
cpt:field=prcp, cpt:T=1987-11/1988-01, cpt:nrow=32, cpt:ncol=28, cpt:row=Y, cpt:col=X, cpt:units=mm/day, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	87.125	87.375	87.625	87.875	88.125	88.375	88.625	88.875	89.125	89.375	89.625	89.875	90.125	90.375	90.625	90.875	91.125	91.375	91.625	91.875	92.125	92.375	92.625	92.875	93.125	93.375	93.625	93.875
27.875	  32.4961    	  36.7805    	  37.1181    	  34.8696    	  29.6678    	  25.7831    	  16.5801    	  9.29364    	  7.79512    	  10.0577    	  15.4488    	  13.3404    	  11.9343    	  11.1346    	  5.17775    	  10.8000    	  15.1126    	  15.4571    	  11.9923    	  21.8080    	  15.1127    	  4.55297    	  2.48082    	  14.2016    	  41.8542    	  52.3184    	  61.2212    	  69.5677    
27.625	  36.5144    	  37.3814    	  34.8602    	  36.4023    	  25.8650    	  24.5346    	  17.1702    	  10.4393    	  6.78849    	  15.1414    	  18.8350    	  16.7319    	  10.9549    	  10.7328    	  9.81075    	  15.0413    	  19.9293    	  13.4761    	  13.0866    	  14.6428    	  21.5498    	  19.7005    	  18.4493    	  40.1689    	  49.9347    	  36.5666    	  57.3926    	  67.9777    
27.375	  36.9586    	  29.0484    	  30.0681    	  27.8875    	  20.9321    	  21.3202    	  22.0829    	  21.5829    	  15.8005    	  14.9961    	  17.1823    	  21.3014    	  18.2100    	  28.2291    	  25.5240    	  17.0968    	  28.9816    	  20.5703    	  15.3169    	  15.8906    	  12.9912    	  19.0263    	  30.2592    	  44.8030    	  49.9873    	  49.7025    	  70.5576    	  84.0689    
27.125	  27.2908    	  23.4968    	  23.3678    	  20.8631    	  20.8852    	  16.6256    	  18.2188    	  16.1390    	  16.4659    	  19.0432    	  29.2655    	  28.2569    	  27.0692    	  38.3397    	  34.6319    	  35.8532    	  32.9770    	  24.9980    	  26.9352    	  38.2448    	  27.3625    	  33.6184    	  44.2568    	  54.2982    	  61.2708    	  66.3841    	  84.6287    	  99.2098    
26.875	  17.5279    	  10.6099    	  17.1144    	  16.7245    	  16.0225    	  13.2578    	  15.3356    	  13.1912    	  16.4379    	  19.6882    	  22.2056    	  23.7677    	  24.2621    	  28.9437    	  40.3388    	  41.8979    	  35.8398    	  31.3164    	  37.2721    	  38.9811    	  39.9825    	  46.8904    	  50.8992    	  66.1911    	  76.8097    	  91.5552    	  80.0748    	  91.2867    
26.625	  18.1408    	  15.3984    	  16.3237    	  12.3778    	  7.53747    	  8.22233    	  14.9920    	  14.0311    	  19.3930    	  19.2729    	  21.0614    	  26.8194    	  25.7548    	  39.1743    	  47.1898    	  39.2387    	  35.0893    	  32.5704    	  38.3201    	  42.6326    	  43.3867    	  48.5383    	  53.1209    	  71.0147    	  78.8838    	  81.8344    	  76.2914    	  81.8483    
26.375	  16.8388    	  16.3772    	  16.3883    	  11.3515    	  7.56917    	  9.94429    	  11.0081    	  17.0475    	  18.8281    	  16.6649    	  19.2158    	  28.7758    	  35.9289    	  29.8909    	  27.2120    	  27.5499    	  27.3566    	  29.4613    	  29.3869    	  40.8761    	  48.9259    	  55.6171    	  62.6122    	  75.1564    	  79.7878    	  88.6769    	  85.6698    	  108.667    
26.125	  17.0050    	  16.8448    	  17.9453    	  17.2252    	  9.53381    	  12.0066    	  12.4649    	  15.6440    	  16.0211    	  18.4277    	  26.1773    	  34.8186    	  34.0265    	  29.4283    	  37.9901    	  40.4931    	  28.4729    	  29.1859    	  26.8739    	  33.1258    	  43.6516    	  34.9117    	  42.2595    	  75.3783    	  88.8087    	  92.8975    	  92.7209    	  97.1654    
25.875	  18.9609    	  18.5473    	  18.5905    	  20.8026    	  18.3732    	  19.0195    	  12.6287    	  17.0208    	  16.9715    	  19.1459    	  26.0968    	  29.7950    	  31.2652    	  30.5766    	  35.7211    	  38.1538    	  34.7673    	  34.9228    	  38.6807    	  55.1730    	  60.9551    	  59.3598    	  48.3092    	  56.4289    	  64.1395    	  79.6300    	  79.5322    	  83.1199    
25.625	  18.8184    	  19.9360    	  22.9142    	  25.2466    	  24.7601    	  15.2923    	  15.7592    	  18.0732    	  19.4271    	  21.8729    	  25.3971    	  33.6690    	  35.0638    	  39.7498    	  40.8496    	  62.2613    	  67.4865    	  48.6941    	  66.6930    	  71.3961    	  50.2388    	  54.6777    	  47.4875    	  49.0498    	  43.2741    	  59.0110    	  78.1782    	  78.1236    
25.375	  22.6340    	  21.6786    	  25.8858    	  26.2753    	  23.9781    	  25.2626    	  21.6144    	  23.2133    	  27.1344    	  32.2055    	  33.9734    	  43.3810    	  56.3805    	  59.0512    	  67.7410    	  53.7097    	  44.5007    	  38.1844    	  45.1917    	  55.3401    	  49.5131    	  49.0194    	  49.5427    	  55.4665    	  54.9586    	  62.9870    	  80.8389    	  66.7714    
25.125	  22.6197    	  17.8603    	  21.2265    	  19.1828    	  22.7239    	  26.2341    	  28.2357    	  29.8696    	  34.9423    	  36.7002    	  36.0247    	  38.5028    	  35.4337    	  43.2538    	  32.0802    	  36.8048    	  38.2575    	  36.6977    	  39.5078    	  43.2019    	  42.4121    	  44.3632    	  73.8006    	  70.5733    	  78.9308    	  57.5443    	  69.5865    	  62.4662    
24.875	  17.6207    	  16.5421    	  18.7416    	  16.3300    	  19.0324    	  23.7158    	  25.0865    	  27.7125    	  31.9026    	  33.2262    	  36.5538    	  28.6218    	  23.9777    	  47.9564    	  51.3383    	  35.8851    	  39.5110    	  42.9724    	  57.5292    	  76.3933    	  64.8677    	  68.8094    	  63.9854    	  74.7655    	  74.8256    	  55.5553    	  42.5779    	  48.7382    
24.625	  15.5216    	  17.4742    	  19.6674    	  20.2640    	  22.8569    	  25.9873    	  27.2100    	  26.1606    	  23.7058    	  26.4567    	  24.5484    	  27.5098    	  27.3526    	  37.1045    	  33.0231    	  34.6971    	  34.4354    	  32.8969    	  34.1532    	  50.3284    	  41.9577    	  47.8670    	  60.2245    	  84.1246    	  76.2699    	  48.7118    	  57.4506    	  45.3726    
24.375	  19.2067    	  19.5804    	  22.2067    	  24.5722    	  28.5005    	  25.8787    	  25.0587    	  27.7727    	  24.7190    	  21.9223    	  28.4896    	  38.2603    	  33.7153    	  35.9499    	  37.7648    	  36.9976    	  49.9103    	  43.0604    	  41.5116    	  52.1084    	  62.0423    	  59.5837    	  65.3497    	  60.2180    	  75.5858    	  59.2326    	  69.4833    	  86.3077    
24.125	  23.5521    	  30.5853    	  30.3739    	  25.5550    	  30.5876    	  32.6831    	  30.1007    	  35.9909    	  35.6031    	  32.3564    	  49.3254    	  46.0327    	  43.9303    	  43.2650    	  38.7980    	  36.4787    	  56.7049    	  55.1525    	  83.3699    	  92.2751    	  74.0095    	  54.6732    	  83.1699    	  81.7227    	  93.1856    	  91.4623    	  106.251    	  99.2912    
23.875	  28.5586    	  34.0097    	  44.9076    	  37.0422    	  46.4192    	  41.5014    	  45.8510    	  40.4208    	  59.5376    	  60.2089    	  65.8979    	  67.9155    	  54.2976    	  42.5193    	  45.0112    	  37.2515    	  61.2646    	  67.2668    	  81.1366    	  91.3036    	  66.0617    	  66.6755    	  78.7831    	  74.0288    	  83.3711    	  97.6715    	  93.3447    	  96.5316    
23.625	  33.1917    	  33.0838    	  54.7825    	  65.4210    	  58.2233    	  43.4871    	  45.0181    	  41.1637    	  56.1751    	  57.4790    	  48.5202    	  58.4552    	  71.2765    	  53.0093    	  46.9056    	  63.0888    	  74.2864    	  89.6285    	  89.8392    	  69.0373    	  79.7000    	  81.5302    	  98.3648    	  97.2790    	  111.730    	  127.353    	  118.660    	  116.336    
23.375	  39.8473    	  34.0765    	  60.9933    	  65.3556    	  54.1178    	  52.1142    	  42.9859    	  59.2234    	  63.4412    	  54.4757    	  48.2975    	  47.3523    	  68.9788    	  51.4042    	  44.2070    	  63.3211    	  74.2575    	  64.3624    	  73.6747    	  80.8166    	  73.4911    	  84.4170    	  114.282    	  113.560    	  111.011    	  123.953    	  126.080    	  110.715    
23.125	  43.9304    	  41.8821    	  45.0193    	  58.9869    	  48.8970    	  48.9099    	  53.9563    	  42.9337    	  50.0138    	  46.6712    	  47.4762    	  38.4987    	  61.8060    	  51.1388    	  63.4899    	  51.5795    	  39.3555    	  46.8605    	  67.2587    	  72.2377    	  75.9584    	  83.0049    	  97.4931    	  112.183    	  116.949    	  114.204    	  133.250    	  105.392    
22.875	  57.8892    	  54.1932    	  48.8832    	  59.0748    	  51.3000    	  45.0821    	  31.7822    	  38.2297    	  49.0853    	  51.9941    	  42.7827    	  48.9997    	  46.1740    	  56.2646    	  56.7703    	  50.6998    	  54.9092    	  56.9748    	  72.2507    	  74.8693    	  83.0463    	  85.3761    	  83.0225    	  99.0449    	  109.267    	  113.225    	  128.431    	  80.7807    
22.625	  38.6733    	  45.9180    	  54.6034    	  52.3981    	  72.5353    	  68.2159    	  38.9691    	  36.2352    	  46.2801    	  42.2714    	  36.1059    	  41.7176    	  49.0627    	  57.6370    	  58.4086    	  66.6629    	  61.9932    	  49.3621    	  67.2014    	  80.0731    	  102.671    	  102.601    	  99.7855    	  95.1200    	  118.374    	  119.482    	  108.544    	  81.2201    
22.375	  41.3731    	  31.8514    	  37.7138    	  48.1864    	  57.5817    	  55.3617    	  55.7391    	  65.1009    	  54.5107    	  51.2528    	  39.4596    	  53.1442    	  50.0420    	  63.3172    	  69.2129    	  82.0407    	  69.3015    	  68.5265    	  64.4874    	  97.7990    	  100.160    	  106.920    	  95.6421    	  96.1386    	  128.914    	  150.276    	  139.666    	  85.1244    
22.125	  53.2284    	  49.5090    	  54.7555    	  73.2370    	  65.8777    	  47.6458    	  67.3446    	  73.4498    	  66.9366    	  70.7765    	  61.9315    	  64.6909    	  71.9190    	  89.0190    	  72.4061    	  68.3154    	  71.7292    	 -999.000    	 -999.000    	  92.3533    	  103.838    	  102.787    	  99.8346    	  98.6052    	  128.373    	  129.151    	  133.883    	  71.7866    
21.875	  61.3079    	  73.7910    	  111.657    	  120.374    	  101.787    	  77.3901    	  91.4152    	  77.0325    	  71.4818    	  63.6430    	  64.4633    	  54.3208    	  113.404    	  120.392    	  91.2677    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  101.974    	  89.6283    	  80.9540    	  83.1733    	  85.3378    	  115.105    	  130.857    	  125.568    	  76.6966    
21.625	  58.1119    	  63.1068    	  104.169    	 -999.000    	  83.1130    	  88.5570    	  89.4245    	  79.0425    	  61.7453    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  92.8943    	  88.2766    	  78.3032    	  80.4027    	  103.476    	  113.145    	  117.919    	  148.048    	  112.473    
21.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  112.178    	  102.012    	  119.878    	  116.728    	  121.704    	  152.555    	  160.696    	  157.116    
21.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  104.953    	  102.391    	  120.934    	  120.233    	  133.734    	  132.941    	  145.704    	  175.829    
20.875	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  108.105    	  141.181    	  124.192    	  99.1440    	  115.040    	  136.805    	  147.538    
20.625	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  110.379    	  120.983    	  113.894    	  100.098    	  106.350    	  134.174    	  174.076    
20.375	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  109.818    	  112.867    	  100.440    	  99.7379    	  153.687    	  174.306    
20.125	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	 -999.000    	  119.887    	  117.864    	  119.129    	  171.640    	  192.999    
cpt:field=prcp, cpt:T=1988-11/1989-01, cpt:nrow=32, cpt:ncol=28, cpt:row=Y, cpt:col=X, cpt:units=mm/day, cf:standard_name=lwe_precipitation_rate, cpt:missing=-999
	87.125	87.375	87.625	87.875	88.125	88.375	88.625	88.875	89.125	89.375	89.625	89.875	90.125	90.375	90.625	90.875	91.125	91.375	91.625	91.875	92.125	92.375	92.625	92.875	93.125	93.375	93.625	93.875
27.875	  66.4525    	  67.9475    	  70.7549    	  66.3798    	  52.4481    	  44.2283    	  29.2601    	  16.1756    	  10.4955    	  11.8591    	  16.8205    	  10.2670    	  6.38822    	  6.78033    	  1.50267    	  4.94797    	  9.09422    	  6.03242    	  4.95462    	  15.4570    	  12.3819    	  1.58247    	 0.126334    	  12.9480    	  34.9740    	  45.2683    	  55.2139    	  61.4561    
27.625	  82.5796    	  75.0343    	  71.1929    	  72.6581    	  53.5542    	  46.7094    	  37.2521    	  17.5654    	  11.3032    	  18.3697    	  19.4255    	  11.2438    	  4.64324    	  3.75161    	  4.30205    	  9.18950    	  13.6672    	  5.14982    	  7.38983    	  6.45996    	  9.31276    	  13.1600    	  14.0054    	  36.1199    	  44.8695    	  35.6592    	  54.8189    	  65.6943    
27.375	  75.6143    	  65.7815    	  62.4170    	  57.4926    	  46.8654    	  46.5638    	  42.8802    	  40.5795    	  25.6506    	  16.3307    	  14.5083    	  13.2062    	  8.26867    	  14.6064    	  12.6601    	  8.50482    	  18.4786    	  19.1456    	  18.8008    	  10.4425    	  7.47504    	  22.0409    	  31.3509    	  46.2401    	  49.0327    	  47.7965    	  63.4873    	  80.0060    
27.125	  54.9471    	  51.6010    	  51.0293    	  44.7004    	  40.7332    	  38.8433    	  36.9016    	  36.9091    	  29.7028    	  20.0597    	  29.7128    	  23.5167    	  26.3668    	  32.1708    	  28.8828    	  28.8883    	  26.6343    	  29.0901    	  28.4372    	  35.5196    	  30.6426    	  35.7788    	  44.6109    	  50.1891    	  55.9809    	  58.8917    	  70.5915    	  87.1010    
26.875	  46.4697    	  37.9170    	  35.2092    	  32.3441    	  30.3191    	  26.6420    	  23.0593    	  24.9299    	  27.4932    	  26.9306    	  25.0213    	  25.7567    	  27.3345    	  31.7032    	  34.3442    	  38.9181    	  40.4718    	  36.6905    	  40.6518    	  44.8563    	  45.6015    	  51.5107    	  55.2876    	  62.0163    	  69.5626    	  74.9372    	  77.8295    	  85.5406    
26.625	  37.7740    	  31.9099    	  30.1819    	  29.5937    	  25.4683    	  20.0273    	  24.5991    	  32.0818    	  34.5406    	  27.7486    	  24.6192    	  25.6551    	  31.4738    	  34.9799    	  41.2353    	  44.5862    	  43.5652    	  41.0773    	  44.2710    	  49.9909    	  52.0513    	  55.4614    	  51.5862    	  61.6626    	  71.8315    	  77.7096    	  83.8289    	  86.4310    
26.375	  29.9155    	  28.5342    	  29.5790    	  27.8187    	  25.1631    	  24.9702    	  25.9872    	  29.2250    	  31.8445    	  25.6657    	  22.2032    	  30.7492    	  35.9067    	  34.0985    	  36.2914    	  42.4151    	  41.7151    	  39.2544    	  35.8653    	  45.4669    	  49.1923    	  50.4453    	  53.6849    	  58.9687    	  66.2514    	  77.0466    	  78.6241    	  91.5414    
26.125	  29.9000    	  30.3592    	  30.6188    	  31.1889    	  28.4367    	  30.0511    	  25.9140    	  24.3862    	  24.5815    	  24.3029    	  28.5142    	  36.6564    	  31.9737    	  34.3658    	  38.2483    	  39.9015    	  41.6091    	  40.7738    	  40.9468    	  48.0124    	  47.6617    	  38.2260    	  42.7752    	  52.0990    	  63.7653    	  75.0188    	  79.2657    	  94.0113    
25.875	  32.7050    	  33.9475    	  31.5050    	  30.6370    	  27.1212    	  24.7281    	  24.1411    	  23.6258    	  20.7955    	  21.5053    	  26.9401    	  33.5850    	  29.9002    	  34.8109    	  37.3991    	  39.8966    	  41.7536    	  43.5068    	  45.6866    	  55.1905    	  53.2413    	  50.6262    	  51.3781    	  55.6926    	  61.1812    	  81.7659    	  82.9285    	  86.7658    
25.625	  25.7042    	  29.8857    	  29.1494    	  27.4764    	  24.7617    	  23.0377    	  21.8478    	  23.3888    	  22.9612    	  23.5010    	  26.7166    	  30.9496    	  33.1745    	  35.5259    	  37.0862    	  37.3906    	  39.9293    	  46.5005    	  54.7960    	  74.8039    	  71.1508    	  70.4788    	  69.4817    	  68.7125    	  79.9666    	  99.4479    	  91.9934    	  82.1598    
25.375	  20.1290    	  23.2161    	  25.8159    	  25.0220    	  23.9922    	  23.8547    	  23.4368    	  22.7725    	  24.0574    	  24.6082    	  28.0661    	  28.4306    	  30.7629    	  34.1593    	  35.2242    	  40.0157    	  44.1587    	  45.6612    	  56.6102    	  75.1172    	  76.8101    	  85.1129    	  91.3800    	  112.412    	  124.809    	  112.114    	  97.7185    	  90.9164    
